facility_id,facility_name,address,city,state,zip_code,county,telephone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_birthing_friendly_designation,hospital_overall_rating,hospital_overall_rating_footnote,mort_group_measure_count,count_of_facility_mort_measures,count_of_mort_measures_better,count_of_mort_measures_no_different,count_of_mort_measures_worse,mort_group_footnote,safety_group_measure_count,count_of_facility_safety_measures,count_of_safety_measures_better,count_of_safety_measures_no_different,count_of_safety_measures_worse,safety_group_footnote,readm_group_measure_count,count_of_facility_readm_measures,count_of_readm_measures_better,count_of_readm_measures_no_different,count_of_readm_measures_worse,readm_group_footnote,pt_exp_group_measure_count,count_of_facility_pt_exp_measures,pt_exp_group_footnote,te_group_measure_count,count_of_facility_te_measures,te_group_footnote
10128.0,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,CLARKE,(251) 246-9021,Acute Care Hospitals,Proprietary,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,7,
10157.0,NORTH ALABAMA SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,COLBERT,(256) 386-1601,Acute Care Hospitals,Proprietary,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,2,0,2,0,,8,Not Available,5,12,6,
11031.0,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,(478) 277-2701,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,3,
11308.0,CRENSHAW COMMUNITY HOSPITAL,101 HOSPITAL CIRCLE,LUVERNE,AL,36049,CRENSHAW,(334) 335-3374,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
14007.0,BRYCE HOSPITAL,1651 RUBY TYLER PKWY,TUSCALOOSA,AL,35404,TUSCALOOSA,(205) 759-0750,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
15003.0,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,5,2,3,0,,8,4,0,4,0,,11,6,1,5,0,,8,8,,12,6,
19043.0,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,Acute Care - Veterans Administration,Veterans Health Administration,No,,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,2,0,2,0,,8,Not Available,5,12,2,
20018.0,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,BETHEL,(907) 543-6000,Acute Care Hospitals,Tribal,Yes,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,3,0,3,0,,8,8,,12,5,
21306.0,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,(907) 486-3281,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,5,
22009.0,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,(413) 584-4040,Acute Care - Veterans Administration,Veterans Health Administration,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,2,
25039.0,81st Medical Group (Keesler AFB),81 MDG 301 Fisher St Suite 109,Biloxi,MS,39534,HARRISON,(228) 377-6393,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
29001.0,99th Medical Group (Nellis AFB),99 MDG 4700 Las Vegas Blvd,Nellis AFB,NV,89191,CLARK,(702) 653-2273,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
30014.0,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,(602) 943-2381,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,6,0,6,0,,8,8,1,7,0,,11,10,0,9,1,,8,8,,12,9,
30055.0,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,MOHAVE,(928) 757-2101,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,7,6,1,5,0,,8,7,2,5,0,,11,10,0,10,0,,8,8,,12,12,
30083.0,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,(602) 923-5609,Acute Care Hospitals,Proprietary,Yes,,2,,7,5,0,5,0,,8,5,1,4,0,,11,5,1,3,1,,8,8,,12,8,
30103.0,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,MARICOPA,(480) 342-4201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,5,,7,7,4,3,0,,8,8,3,5,0,,11,11,2,9,0,,8,8,,12,10,
30117.0,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,MOHAVE,(928) 788-2273,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,4,0,4,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,10,
30146.0,HONORHEALTH SONORAN CROSSING MEDICAL CENTER,33400 NORTH 32ND AVENUE,PHOENIX,AZ,85085,MARICOPA,(480) 882-4327,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,2,0,2,0,,8,5,1,4,0,,11,5,0,5,0,,8,8,,12,8,
31302.0,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",901 WEST REX ALLEN DRIVE,WILLCOX,AZ,85643,COCHISE,(520) 384-3541,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,2,
31315.0,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,118 SOUTH MOUNTAIN AVENUE,SPRINGERVILLE,AZ,85938,APACHE,(928) 333-4368,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,3,
33016.0,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3,,7,4,0,4,0,,8,4,0,4,0,,11,4,0,4,0,,8,8,,12,5,
34013.0,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,Acute Care - Veterans Administration,Veterans Health Administration,No,,3,,7,3,0,3,0,,8,1,0,1,0,,11,4,1,3,0,,8,8,,12,5,
34026.0,VALLEY HOSPITAL,3550 EAST PINCHOT AVENUE,PHOENIX,AZ,85018,MARICOPA,(602) 952-3900,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
34036.0,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,5,2,3,0,,8,3,0,3,0,,11,6,2,4,0,,8,8,,12,5,
37012.0,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,3,1,2,0,,8,3,0,2,1,,11,4,2,2,0,,8,8,,12,5,
40017.0,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,BOONE,(870) 414-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,4,0,3,1,,8,3,0,3,0,,11,9,1,8,0,,8,8,,12,11,
40041.0,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,POPE,(479) 968-2841,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,5,0,5,0,,8,6,1,4,1,,11,8,0,8,0,,8,8,,12,11,
40078.0,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,GARLAND,(501) 321-1000,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,7,0,7,0,,8,7,1,6,0,,11,9,0,7,2,,8,8,,12,10,
40153.0,SOUTHWEST REGIONAL MEDICAL CENTER LLC,2001 SOUTH MAIN,HOPE,AR,71801,HEMPSTEAD,(870) 722-3800,Acute Care Hospitals,Proprietary,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,7,
41300.0,MERCY HOSPITAL PARIS,500 EAST ACADEMY,PARIS,AR,72855,LOGAN,(479) 963-6101,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,6,
41312.0,BAPTIST HEALTH MEDICAL CENTER HEBER SPRINGS,1800 BYPASS ROAD,HEBER SPRINGS,AR,72543,CLEBURNE,(501) 887-3000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,4,1,,8,Not Available,5,12,8,
41327.0,BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,AR,71671,BRADLEY,(870) 226-3731,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,6,
44004.0,VISTA HEALTH FAYETTEVILLE,4253 CROSSOVER ROAD,FAYETTEVILLE,AR,72703,WASHINGTON,(479) 521-5731,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
50002.0,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,94545,ALAMEDA,(510) 782-6200,Acute Care Hospitals,Voluntary non-profit - Church,No,,1,,7,5,0,5,0,,8,5,0,5,0,,11,6,0,6,0,,8,8,,12,8,
50025.0,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 543-6222,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,7,7,4,3,0,,8,8,3,5,0,,11,11,1,8,2,,8,8,,12,11,
50045.0,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,92243,IMPERIAL,(760) 339-7100,Acute Care Hospitals,Government - Local,Yes,,1,,7,5,0,4,1,,8,5,0,4,1,,11,8,0,7,1,,8,8,,12,8,
50069.0,PROVIDENCE ST. JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,92868,ORANGE,(714) 633-9111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,7,1,6,0,,8,7,2,5,0,,11,9,0,9,0,,8,8,,12,11,
50084.0,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 943-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,6,1,5,0,,11,8,0,7,1,,8,8,,12,11,
50104.0,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,LOS ANGELES,(310) 900-8900,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,4,,7,5,0,5,0,,8,6,3,3,0,,11,4,1,3,0,,8,8,,12,9,
50122.0,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,(209) 944-5550,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,3,,7,6,0,6,0,,8,6,0,6,0,,11,8,0,8,0,,8,8,,12,8,
50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,(323) 462-2271,Acute Care Hospitals,Proprietary,Yes,,4,,7,6,2,4,0,,8,5,3,2,0,,11,6,0,5,1,,8,8,,12,7,
50158.0,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,(818) 995-5000,Acute Care Hospitals,Proprietary,No,,2,,7,2,1,1,0,,8,3,1,2,0,,11,3,0,3,0,,8,8,,12,7,
50194.0,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,(831) 724-4741,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,4,0,4,0,,8,2,0,2,0,,11,6,0,4,2,,8,8,,12,10,
50231.0,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,(909) 865-9500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,7,3,4,0,,11,11,1,9,1,,8,8,,12,10,
50248.0,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,MONTEREY,(831) 755-4111,Acute Care Hospitals,Government - Local,Yes,Y,3,,7,5,0,5,0,,8,6,1,5,0,,11,6,0,6,0,,8,8,,12,10,
50281.0,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,(626) 570-1606,Acute Care Hospitals,Proprietary,No,,3,,7,3,0,3,0,,8,5,0,5,0,,11,3,0,2,1,,8,8,,12,7,
50305.0,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,(510) 204-4444,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,6,1,5,0,,11,9,1,8,0,,8,8,,12,10,
50335.0,ADVENTIST HEALTH SONORA,1000 GREENLEY ROAD,SONORA,CA,95370,TUOLUMNE,(209) 536-5000,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,3,,7,6,0,6,0,,8,5,0,5,0,,11,10,1,8,1,,8,8,,12,12,
50367.0,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,(707) 646-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,7,2,5,0,,11,11,0,11,0,,8,8,,12,10,
50407.0,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,(415) 982-2400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,0,8,0,,8,8,,12,8,
50454.0,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 353-2733,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,7,7,4,3,0,,8,8,3,5,0,,11,11,1,9,1,,8,8,,12,11,
50496.0,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,(925) 682-8200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,7,7,1,6,0,,8,7,1,4,2,,11,11,2,9,0,,8,8,,12,9,
50526.0,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,(714) 843-5000,Acute Care Hospitals,Proprietary,Yes,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,7,
50561.0,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,(213) 857-2201,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,3,,7,Not Available,Not Available,Not Available,Not Available,5,8,6,2,4,0,,11,1,0,1,0,,8,8,,12,6,
50597.0,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,(626) 963-8411,Acute Care Hospitals,Voluntary non-profit - Private,No,,3,,7,5,0,5,0,,8,6,1,5,0,,11,6,0,6,0,,8,8,,12,8,
50641.0,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,(323) 268-5514,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,8,
50696.0,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,LOS ANGELES,(323) 442-8656,Acute Care Hospitals,Voluntary non-profit - Other,No,,4,,7,5,0,5,0,,8,8,1,6,1,,11,10,1,8,1,,8,8,,12,8,
50726.0,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,95355,STANISLAUS,(209) 572-2700,Acute Care Hospitals,Voluntary non-profit - Private,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,4,0,4,0,,8,Not Available,5,12,4,
50747.0,COASTAL COMMUNITIES HOSPITAL,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,(714) 754-5454,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,1,0,1,0,,8,2,0,2,0,,11,2,0,2,0,,8,8,,12,6,
50767.0,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,(707) 624-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,Not Available,Not Available,Not Available,Not Available,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,6,
50780.0,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,(714) 619-7700,Acute Care Hospitals,Proprietary,No,,Not Available,16,7,2,0,2,0,,8,2,1,1,0,,11,4,0,4,0,,8,8,,12,6,
51303.0,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,(760) 934-3311,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,1,0,1,0,,11,2,0,2,0,,8,Not Available,5,12,6,
51314.0,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,LAKE ISABELLA,CA,93240,KERN,(760) 379-2681,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5,12,5,
51325.0,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DRIVE,FORT BRAGG,CA,95437,MENDOCINO,(707) 961-1234,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,1,,7,4,0,3,1,,8,1,0,1,0,,11,8,0,8,0,,8,8,,12,8,
51335.0,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,SAN BERNARDINO,(909) 866-6501,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,3,
53305.0,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,725 WELCH ROAD,PALO ALTO,CA,94304,SANTA CLARA,(650) 497-8000,Childrens,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54069.0,AURORA CHARTER OAK,1161 E COVINA BLVD,COVINA,CA,91724,LOS ANGELES,(626) 966-1632,Psychiatric,Voluntary non-profit - Church,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54110.0,BHC FREMONT HOSPITAL INC,39001 SUNDALE DRIVE,FREMONT,CA,94538,ALAMEDA,(510) 796-1100,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54145.0,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,SAN DIEGO,CA,92123,SAN DIEGO,(858) 278-4110,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54155.0,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL, LLC",5201 WHITE LANE,BAKERSFIELD,CA,93309,KERN,(661) 398-1800,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
60009.0,LUTHERAN MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,JEFFERSON,(303) 425-4500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,0,6,0,,8,6,2,4,0,,11,9,1,8,0,,8,8,,12,11,
