facility_id,facility_name,address,city,state,zip_code,county,telephone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_birthing_friendly_designation,hospital_overall_rating,hospital_overall_rating_footnote,mort_group_measure_count,count_of_facility_mort_measures,count_of_mort_measures_better,count_of_mort_measures_no_different,count_of_mort_measures_worse,mort_group_footnote,safety_group_measure_count,count_of_facility_safety_measures,count_of_safety_measures_better,count_of_safety_measures_no_different,count_of_safety_measures_worse,safety_group_footnote,readm_group_measure_count,count_of_facility_readm_measures,count_of_readm_measures_better,count_of_readm_measures_no_different,count_of_readm_measures_worse,readm_group_footnote,pt_exp_group_measure_count,count_of_facility_pt_exp_measures,pt_exp_group_footnote,te_group_measure_count,count_of_facility_te_measures,te_group_footnote
10130.0,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,ST. CLAIR,(205) 338-3301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,4,0,3,1,,8,2,0,2,0,,11,5,0,5,0,,8,8,,12,7,
10164.0,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,(256) 249-5000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,3,0,3,0,,8,3,1,2,0,,11,8,0,7,1,,8,8,,12,11,
11033.0,Dwight Eisenhower AMC (FT Gordon),300 East Hospital Rd,Fort Gordon,GA,30905,RICHMOND,(706) 787-5811,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
12001.0,Tripler AMC (FT Shafter),1 Jarrett White Rd,Honolulu,HI,96859,HONOLULU,(808) 433-2778,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
14008.0,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,3,1,,8,8,,12,4,
16003.0,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,7,3,1,1,1,,8,2,0,2,0,,11,5,2,3,0,,8,8,,12,4,
19048.0,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,2,,7,4,0,4,0,,8,4,0,3,1,,11,6,0,6,0,,8,8,,12,5,
20026.0,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,(907) 563-2662,Acute Care Hospitals,Government - Federal,Yes,Y,3,,7,6,0,6,0,,8,7,1,5,1,,11,7,0,7,0,,8,8,,12,8,
21308.0,NORTON SOUND REGIONAL HOSPITAL,1000 GREG KRUSCHEK AVENUE (P O BOX 966),NOME,AK,99762,NOME,(907) 443-3311,Critical Access Hospitals,Tribal,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,2,
23005.0,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Acute Care - Veterans Administration,Veterans Health Administration,No,,5,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5,12,3,
25043.0,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,7,4,0,4,0,,8,3,0,3,0,,11,5,1,4,0,,8,8,,12,5,
29004.0,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,4,2,2,0,,8,4,0,4,0,,11,5,1,4,0,,8,8,,12,5,
30022.0,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,(602) 344-5011,Acute Care Hospitals,Government - Local,No,Y,3,,7,3,0,3,0,,8,6,3,3,0,,11,3,0,3,0,,8,8,,12,9,
30062.0,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,(928) 537-4375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,6,0,6,0,,8,5,0,5,0,,11,9,0,9,0,,8,8,,12,11,
30085.0,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,PIMA,(520) 469-8100,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,6,1,,8,8,4,4,0,,11,10,0,10,0,,8,8,,12,11,
30107.0,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,85206,MARICOPA,(480) 832-4770,Acute Care Hospitals,Physician,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,3,1,1,1,,8,8,,12,3,
30121.0,HONORHEALTH MOUNTAIN VISTA MEDICAL CENTER,1301 SOUTH CRISMON ROAD,MESA,AZ,85209,MARICOPA,(480) 358-6100,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,0,6,0,,8,8,1,7,0,,11,8,1,6,1,,8,8,,12,10,
30148.0,NORTHWEST MEDICAL CENTER SAHUARITA,16260 SOUTH RANCHO SAHUARITA BOULEVARD,SAHUARITA,AZ,85629,PIMA,(520) 416-7100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,3,0,3,0,,8,3,1,2,0,,11,6,0,6,0,,8,8,,12,9,
31305.0,HOPI HEALTH CARE CENTER,"HIGHWAY 264, MILEPOST 388",POLACCA,AZ,86042,NAVAJO,(928) 737-6000,Critical Access Hospitals,Tribal,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,1,
31318.0,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,GILA,(928) 474-3222,Critical Access Hospitals,Voluntary non-profit - Other,No,Y,4,,7,4,0,4,0,,8,1,0,1,0,,11,6,0,6,0,,8,8,,12,9,
33019.0,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,7,3,0,3,0,,8,4,0,4,0,,11,5,0,5,0,,8,8,,12,5,
34014.0,Womack AMC (FT Bragg),2817 Reilly Rd,Fort Bragg,NC,28310,CUMBERLAND,(910) 907-9262,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
34028.0,AURORA BEHAVIORAL HEALTHCARE-TEMPE,6350 SOUTH MAPLE AVENUE,TEMPE,AZ,85283,MARICOPA,(480) 345-5400,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
34040.0,VIA LINDA BEHAVIORAL HOSPITAL,9160 EAST HORSESHOE RD,SCOTTSDALE,AZ,85258,MARICOPA,(480) 476-7000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
40001.0,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,BENTON,(479) 524-4141,Acute Care Hospitals,Proprietary,Yes,,3,,7,3,0,3,0,,8,3,0,3,0,,11,5,0,5,0,,8,8,,12,10,
40019.0,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,AR,72335,ST. FRANCIS,(870) 261-0000,Acute Care Hospitals,Proprietary,Yes,Y,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,10,
40051.0,BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,778 SCOGIN DRIVE,MONTICELLO,AR,71655,DREW,(870) 367-2411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,4,0,4,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,10,
40088.0,SOUTH ARKANSAS REGIONAL HOSPITAL LLC,700 WEST GROVE STREET,EL DORADO,AR,71730,UNION,(870) 863-2000,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,5,0,5,0,,8,4,0,3,1,,11,8,2,6,0,,8,Not Available,5,12,11,
40156.0,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",2100 NORTH SEVENTH STREET,WEST MEMPHIS,AR,72301,CRITTENDEN,(870) 394-7800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5,12,9,
41303.0,MERCY HOSPITAL OZARK,801 WEST RIVER STREET,OZARK,AR,72949,FRANKLIN,(479) 667-4138,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,6,
41317.0,DALLAS COUNTY MEDICAL CENTER,201 CLIFTON STREET,FORDYCE,AR,71742,DALLAS,(870) 352-6300,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,3,
41329.0,MERCY HOSPITAL BERRYVILLE,214 CARTER STREET,BERRYVILLE,AR,72616,CARROLL,(870) 423-3355,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,7,
44006.0,VALLEY BEHAVIORAL HEALTH SYSTEM,10301 MAYO DRIVE,BARLING,AR,72923,SEBASTIAN,(479) 494-5700,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
50007.0,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,SAN MATEO,(650) 696-5400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,7,1,6,0,,8,7,4,3,0,,11,11,1,10,0,,8,8,,12,12,
50028.0,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,95521,HUMBOLDT,(707) 822-3621,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,9,
50054.0,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,RIVERSIDE,(951) 769-2101,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,5,,7,3,0,3,0,,8,3,1,2,0,,11,4,2,2,0,,8,8,,12,9,
50071.0,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,95051,SANTA CLARA,(408) 236-6400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,Not Available,Not Available,Not Available,Not Available,5,8,6,1,5,0,,11,2,0,2,0,,8,8,,12,6,
50090.0,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,95476,SONOMA,(707) 935-5000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,1,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,10,
50108.0,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,SACRAMENTO,(916) 454-2222,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,8,3,5,0,,11,11,0,11,0,,8,8,,12,9,
50125.0,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,(408) 259-5000,Acute Care Hospitals,Government - Federal,Yes,,3,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,6,2,,8,8,,12,7,
50137.0,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 375-2000,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4,,7,Not Available,Not Available,Not Available,Not Available,5,8,6,2,4,0,,11,1,0,1,0,,8,8,,12,6,
50167.0,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,(209) 468-6000,Acute Care Hospitals,Government - Local,Yes,Y,2,,7,5,0,5,0,,8,6,1,5,0,,11,5,0,5,0,,8,8,,12,10,
50197.0,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,(650) 369-5811,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,6,1,5,0,,8,6,1,5,0,,11,8,5,2,1,,8,8,,12,9,
50234.0,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,(619) 435-6251,Acute Care Hospitals,Proprietary,Yes,,5,,7,3,0,3,0,,8,4,0,4,0,,11,6,0,6,0,,8,8,,12,8,
50257.0,GOOD SAMARITAN HOSPITAL,901 OLIVE DRIVE,BAKERSFIELD,CA,93308,KERN,(661) 215-7500,Acute Care Hospitals,Proprietary,No,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,3,1,2,0,,8,Not Available,5,12,3,
50289.0,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,(650) 992-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,1,,7,6,0,6,0,,8,4,0,4,0,,11,7,0,5,2,,8,8,,12,8,
50309.0,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661,PLACER,(916) 781-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,8,2,5,1,,11,10,2,8,0,,8,8,,12,9,
50342.0,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,BRAWLEY,CA,92227,IMPERIAL,(760) 351-3333,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,4,0,4,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,9,
50376.0,LAC/HARBOR-UCLA MED CENTER,1000 W CARSON ST,TORRANCE,CA,90509,LOS ANGELES,(310) 222-2345,Acute Care Hospitals,Government - Local,Yes,Y,1,,7,6,0,6,0,,8,6,1,3,2,,11,8,0,8,0,,8,8,,12,10,
50414.0,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,(916) 983-7400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,5,0,5,0,,8,7,1,6,0,,11,7,0,7,0,,8,8,,12,9,
50457.0,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 668-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,7,6,2,4,0,,8,6,1,5,0,,11,10,1,9,0,,8,8,,12,9,
50503.0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,(760) 753-6501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,6,2,4,0,,8,7,1,6,0,,11,8,4,3,1,,8,8,,12,11,
50534.0,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,RIVERSIDE,(760) 347-6191,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,4,0,4,0,,8,4,1,3,0,,11,5,0,5,0,,8,8,,12,10,
50570.0,UCI HEALTH - FOUNTAIN VALLEY,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,(714) 966-7200,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,7,0,,8,8,1,7,0,,11,8,0,7,1,,8,8,,12,9,
50603.0,MEMORIALCARE SADDLEBACK MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,(949) 837-4500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,6,1,5,0,,11,7,0,7,0,,8,8,,12,10,
50668.0,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,SAN FRANCISCO,(415) 759-2300,Acute Care Hospitals,Government - Local,No,,Not Available,16,7,1,0,1,0,,8,1,1,0,0,,11,2,0,1,1,,8,Not Available,5,12,3,
50701.0,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,(951) 696-6000,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,6,0,6,0,,8,7,2,5,0,,11,6,0,5,1,,8,8,,12,9,
50736.0,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,(626) 570-9000,Acute Care Hospitals,Proprietary,No,,1,,7,2,0,2,0,,8,4,0,3,1,,11,4,0,4,0,,8,8,,12,8,
50755.0,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,(818) 981-7111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,7,5,2,3,0,,8,5,1,4,0,,11,6,0,3,3,,8,8,,12,7,
50770.0,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,(951) 290-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,7,0,,8,6,1,5,0,,11,7,0,4,3,,8,8,,12,8,
50783.0,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,COLUSA,CA,95932,COLUSA,(530) 619-0800,Acute Care Hospitals,Proprietary,Yes,,4,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5,12,6,
51305.0,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,(530) 336-5511,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,3,
51316.0,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,SISKIYOU,(530) 842-4121,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,1,,7,4,0,3,1,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,6,
51327.0,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,CHESTER,CA,96020,PLUMAS,(530) 258-2151,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,3,
51337.0,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95032,SANTA CLARA,(831) 637-5711,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,2,
53308.0,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 S TUSTIN STREET,ORANGE,CA,92866,ORANGE,(714) 289-2400,Childrens,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54075.0,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTE,7050 PARKWAY DRIVE,LA MESA,CA,91942,SAN DIEGO,(619) 465-4411,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54122.0,DEPT OF STATE HOSPITALS - NAPA,2100 NAPA VALLEJO HIGHWAY,NAPA,CA,94558,NAPA,(707) 253-5000,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54147.0,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,CA,91335,LOS ANGELES,(818) 774-3314,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54158.0,"ALISO RIDGE BEHAVIORAL HEALTH, LLC",200 FREEDOM LN,ALISO VIEJO,CA,92656,ORANGE,(248) 839-5380,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
60011.0,DENVER HEALTH & HOSPITAL AUTHORITY,777 BANNOCK ST,DENVER,CO,80204,DENVER,(303) 436-4927,Acute Care Hospitals,Government - State,Yes,Y,3,,7,4,0,4,0,,8,6,1,5,0,,11,8,0,8,0,,8,8,,12,9,
