facility_id,facility_name,address,city,state,zip_code,county,telephone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_birthing_friendly_designation,hospital_overall_rating,hospital_overall_rating_footnote,mort_group_measure_count,count_of_facility_mort_measures,count_of_mort_measures_better,count_of_mort_measures_no_different,count_of_mort_measures_worse,mort_group_footnote,safety_group_measure_count,count_of_facility_safety_measures,count_of_safety_measures_better,count_of_safety_measures_no_different,count_of_safety_measures_worse,safety_group_footnote,readm_group_measure_count,count_of_facility_readm_measures,count_of_readm_measures_better,count_of_readm_measures_no_different,count_of_readm_measures_worse,readm_group_footnote,pt_exp_group_measure_count,count_of_facility_pt_exp_measures,pt_exp_group_footnote,te_group_measure_count,count_of_facility_te_measures,te_group_footnote
10131.0,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,(256) 429-4000,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,0,6,0,,8,7,1,5,1,,11,8,1,6,1,,8,8,,12,9,
10168.0,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,(334) 732-3000,Acute Care Hospitals,Government - State,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,8,
11035.0,Winn ACH (FT Stewart),1061 Harmon Ave,Fort Stewart,GA,31314,LIBERTY,(912) 435-6633,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
13003.0,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,4,1,3,0,,8,4,0,4,0,,11,5,1,4,0,,8,8,,12,5,
14012.0,MARY S HARPER GERIATRIC PSYCHIATRY CENTER,201 UNIVERSITY BLVD,TUSCALOOSA,AL,35401,TUSCALOOSA,(205) 759-0900,Psychiatric,Government - State,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
16004.0,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,4,1,3,0,,8,4,0,4,0,,11,6,0,6,0,,8,8,,12,4,
19050.0,Bayne-Jones ACH (Ft Johnson),1585 3rd St,Fort Johnson,LA,71459,VERNON,(337) 531-3118,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
21007.0,Walter Reed National Military Med Cen,4494 Palmer Rd N,Bethesda,MD,20814,MONTGOMERY,(301) 295-4000,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
21309.0,BRISTOL BAY AREA HEALTH CORPORATION,P O BOX 130,DILLINGHAM,AK,99576,DILLINGHAM,(907) 842-5201,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,2,
23011.0,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,5,1,4,0,,8,4,1,3,0,,11,6,0,6,0,,8,8,,12,5,
26002.0,General Leonard Wood ACH (FT Leonard Wood),4430 Missouri Ave,Fort Leonard Wood,MO,65473,PULASKI,(573) 596-0035,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
30002.0,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,(602) 839-2000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,7,7,1,6,0,,8,7,2,4,1,,11,10,1,8,1,,8,8,,12,10,
30023.0,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,(928) 779-3366,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,7,3,4,0,,11,11,0,11,0,,8,8,,12,10,
30064.0,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1625 NORTH CAMPBELL AVENUE,TUCSON,AZ,85719,PIMA,(520) 874-4189,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,7,2,5,0,,11,10,0,10,0,,8,8,,12,10,
30087.0,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,MARICOPA,(480) 323-3000,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,7,0,7,0,,8,8,3,5,0,,11,11,0,11,0,,8,8,,12,10,
30108.0,THE CORE INSTITUTE SPECIALTY HOSP,6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015,MARICOPA,(602) 795-6020,Acute Care Hospitals,Physician,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,3,
30122.0,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,MARICOPA,(480) 543-2000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,7,5,0,5,0,,8,7,1,6,0,,11,8,0,8,0,,8,8,,12,10,
30152.0,EXCEPTIONAL COMMUNITY HOSPITAL - MARICOPA,19060 NORTH JOHN WAYNE PARKWAY,MARICOPA,AZ,85139,PINAL,(910) 988-9080,Acute Care Hospitals,Proprietary,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,1,
31307.0,PARKER INDIAN HEALTH CENTER,12033 AGENCY ROAD,PARKER,AZ,85344,LAPAZ,(928) 669-2137,Critical Access Hospitals,Government - Federal,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,Not Available,5
31319.0,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,GRAHAM,(928) 348-4000,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,8,,12,7,
33020.0,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,7,4,1,3,0,,8,4,0,4,0,,11,5,0,5,0,,8,Not Available,5,12,Not Available,5
34017.0,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,7,4,0,4,0,,8,1,0,0,1,,11,4,3,1,0,,8,8,,12,5,
34029.0,OASIS BEHAVIORAL HEALTH HOSPITAL,"2190 NORTH GRACE BOULEVARD, BUILDING A",CHANDLER,AZ,85225,MARICOPA,(480) 917-9301,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
34041.0,AGAVE RIDGE BEHAVIORAL HOSPITAL,3322 SOUTH ELLSWORTH ROAD,MESA,AZ,85212,MARICOPA,(615) 861-6000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
40002.0,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830,JOHNSON,(479) 754-5454,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,9,
40020.0,ST BERNARDS MEDICAL CENTER,225 E WASHINGTON AVE,JONESBORO,AR,72401,CRAIGHEAD,(870) 972-4100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,7,7,0,5,2,,8,6,3,2,1,,11,10,0,7,3,,8,8,,12,12,
40055.0,BAPTIST HEALTH - FORT SMITH,1001 TOWSON AVENUE,FORT SMITH,AR,72901,SEBASTIAN,(479) 441-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,1,6,0,,8,6,1,4,1,,11,10,0,10,0,,8,8,,12,11,
40114.0,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205,PULASKI,(501) 202-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,5,2,,8,8,3,5,0,,11,9,1,6,2,,8,8,,12,11,
40161.0,ARKANSAS HEART HOSPITAL-ENCORE,1901 ENCORE WAY,BRYANT,AR,72019,SALINE,(501) 213-4500,Acute Care Hospitals,Proprietary,Yes,,3,,7,4,0,4,0,,8,2,0,2,0,,11,6,0,5,1,,8,8,,12,10,
41305.0,MERCY HOSPITAL WALDRON,1341 WEST SIXTH STREET,WALDRON,AR,72958,SCOTT,(479) 637-4135,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,6,
41318.0,MERCY HOSPITAL BOONEVILLE,880 WEST MAIN,BOONEVILLE,AR,72927,LOGAN,(479) 675-2800,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,3,0,3,0,,8,Not Available,5,12,7,
41330.0,PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,AR,72454,CLAY,(870) 598-3881,Critical Access Hospitals,Government - Local,Yes,,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,8,,12,4,
44007.0,RIVENDELL BEHAVIORAL HEALTH SERVICES,100 RIVENDELL DRIVE,BENTON,AR,72019,SALINE,(501) 316-1255,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
50008.0,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,94117,SAN FRANCISCO,(415) 600-6000,Acute Care Hospitals,Voluntary non-profit - Other,No,,3,,7,3,0,3,0,,8,5,0,5,0,,11,5,0,5,0,,8,8,,12,7,
50030.0,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,(530) 533-8500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1,,7,6,3,3,0,,8,7,1,6,0,,11,10,0,4,6,,8,8,,12,10,
50055.0,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ,SAN FRANCISCO,CA,94110,SAN FRANCISCO,(415) 641-6562,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4,,7,4,1,3,0,,8,7,1,6,0,,11,6,0,6,0,,8,8,,12,7,
50072.0,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,94596,CONTRA COSTA,(925) 295-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,Not Available,Not Available,Not Available,Not Available,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,6,
50091.0,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,(323) 583-1931,Acute Care Hospitals,Proprietary,Yes,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,7,
50110.0,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,93436,SANTA BARBARA,(805) 737-3300,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,1,,7,4,0,3,1,,8,4,0,4,0,,11,7,0,6,1,,8,8,,12,11,
50126.0,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91405,LOS ANGELES,(818) 782-6600,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,7,6,1,5,0,,8,7,1,6,0,,11,8,0,6,2,,8,8,,12,9,
50138.0,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,(323) 783-4011,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,4,,7,1,0,1,0,,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,6,
50168.0,PROVIDENCE ST. JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,ORANGE,(714) 992-3000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,7,0,7,0,,8,7,3,4,0,,11,11,0,11,0,,8,8,,12,12,
50204.0,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,(661) 382-5000,Acute Care Hospitals,Proprietary,Yes,,3,,7,6,0,6,0,,8,7,1,6,0,,11,7,1,6,0,,8,8,,12,9,
50235.0,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,(818) 843-5111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,7,7,1,6,0,,8,8,3,5,0,,11,11,1,7,3,,8,8,,12,10,
50261.0,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,PORTERVILLE,CA,93257,TULARE,(559) 784-1110,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,5,0,4,1,,8,6,1,4,1,,11,10,0,10,0,,8,8,,12,9,
50290.0,SAINT JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,(310) 829-5511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,3,4,0,,8,7,2,5,0,,11,11,1,9,1,,8,8,,12,8,
50313.0,SUTTER TRACY COMMUNITY HOSPITAL,1420 NORTH TRACY BLVD,TRACY,CA,95376,SAN JOAQUIN,(209) 835-1500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,4,0,4,0,,8,5,0,5,0,,11,6,1,5,0,,8,8,,12,12,
50348.0,UCI HEALTH-ORANGE,101 CITY DRIVE SOUTH,ORANGE,CA,92868,ORANGE,(714) 456-7890,Acute Care Hospitals,Government - Local,Yes,Y,4,,7,7,1,6,0,,8,8,5,3,0,,11,11,2,9,0,,8,8,,12,11,
50378.0,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,(818) 767-3310,Acute Care Hospitals,Proprietary,Yes,,1,,7,Not Available,Not Available,Not Available,Not Available,5,8,4,0,3,1,,11,1,0,1,0,,8,8,,12,6,
50417.0,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,(707) 464-8511,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,5,0,4,1,,8,4,0,4,0,,11,9,0,8,1,,8,8,,12,8,
50464.0,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,(209) 578-1211,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,7,0,6,1,,8,6,3,3,0,,11,8,0,5,3,,8,8,,12,10,
50506.0,ADVENTIST HEALTH SIERRA VISTA,1010 MURRAY ST,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,(850) 546-7600,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,5,0,5,0,,8,7,1,6,0,,11,7,0,7,0,,8,8,,12,8,
50537.0,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,(530) 757-5108,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,4,0,4,0,,8,2,1,1,0,,11,8,0,8,0,,8,8,,12,11,
50573.0,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,(760) 340-3911,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,7,1,6,0,,8,8,3,5,0,,11,11,3,8,0,,8,8,,12,11,
50604.0,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,(408) 972-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,1,0,1,0,,8,6,1,5,0,,11,2,0,2,0,,8,8,,12,6,
50674.0,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,(916) 688-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,4,0,4,0,,8,6,1,5,0,,11,3,0,3,0,,8,8,,12,6,
50704.0,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 904-3100,Acute Care Hospitals,Voluntary non-profit - Private,No,,1,,7,4,0,4,0,,8,6,0,4,2,,11,5,0,4,1,,8,8,,12,8,
50737.0,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,(626) 573-2222,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,6,0,5,1,,8,6,1,5,0,,11,8,0,5,3,,8,8,,12,9,
50758.0,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,(909) 625-8300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,2,1,1,0,,8,3,1,2,0,,11,4,0,4,0,,8,8,,12,9,
50771.0,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,(562) 868-3751,Acute Care Hospitals,Proprietary,Yes,,1,,7,2,0,2,0,,8,3,0,3,0,,11,3,0,2,1,,8,8,,12,8,
50784.0,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,CA,93274,TULARE,(559) 688-0821,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,8,
51306.0,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,GLENN,(530) 934-1818,Critical Access Hospitals,Proprietary,Yes,,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,2,0,2,0,,8,Not Available,5,12,2,
51317.0,ADVENTIST HEALTH CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,LAKE,(707) 994-6486,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,1,,7,4,0,4,0,,8,1,0,1,0,,11,6,0,6,0,,8,8,,12,9,
51328.0,TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,CA,96161,NEVADA,(530) 587-6011,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,8,0,8,0,,8,8,,12,10,
51338.0,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,FRESNO,(559) 821-6202,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
53309.0,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,2801 ATLANTIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-8001,Childrens,Voluntary non-profit - Other,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54077.0,AURORA VISTA DEL MAR HOSPITAL,801 SENECA ST,VENTURA,CA,93001,VENTURA,(805) 653-6434,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54123.0,ST JOSEPH'S BEHAVIORAL HEALTH CENTER,2510 N  CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,(209) 461-2000,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54148.0,TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,CA,91356,LOS ANGELES,(818) 996-1051,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
54159.0,"SACRAMENTO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",1400 EXPO PARKWAY,NORTH SACRAMENTO,CA,95815,SACRAMENTO,(916) 437-6410,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
